   10.9291 MB /   1.00 sec =   91.6764 Mbps     0 /  7640 ~drop/pkt  0.00 ~%loss
   10.9320 MB /   1.00 sec =   91.7041 Mbps     0 /  7642 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6919 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6921 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss
   10.9320 MB /   1.00 sec =   91.7040 Mbps     0 /  7642 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6919 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss
   10.9320 MB /   1.00 sec =   91.7040 Mbps     0 /  7642 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6920 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6903 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss
   10.9320 MB /   1.00 sec =   91.7046 Mbps     0 /  7642 ~drop/pkt  0.00 ~%loss
   10.9305 MB /   1.00 sec =   91.6914 Mbps     0 /  7641 ~drop/pkt  0.00 ~%loss

  655.9210 MB /  60.01 sec =   91.6960 Mbps 13 %TX 5 %RX 0 / 458522 drop/pkt 0.00 %loss
